1, minecraft:pillager_outpost, HEADING, header:ignore, 0, 0, 0
44, byg:village_red_rock, HEADING, header:ignore, 0, 0, 0
45, byg:village_skyris, HEADING, header:ignore, 0, 0, 0
46, byg:village_ruins, HEADING, header:ignore, 0, 0, 0
47, byg:village_tropical, HEADING, header:ignore, 0, 0, 0
48, byg:red_rock_arch, HEADING, header:ignore, 0, 0, 0
49, byg:overgrown_stone_arch, HEADING, header:ignore, 0, 0, 0
50, byg:stone_arch, HEADING, header:ignore, 0, 0, 0
51, byg:destroyed_red_rock_arch, HEADING, header:ignore, 0, 0, 0
52, supplementaries:way_sign, HEADING, header:ignore, 0, 0, 0
53, valhelsia_structures:castle, HEADING, header:ignore, 0, 0, 0
54, valhelsia_structures:castle_ruin, HEADING, header:ignore, 0, 0, 0
55, valhelsia_structures:desert_house, HEADING, header:ignore, 0, 0, 0
56, valhelsia_structures:forge, HEADING, header:ignore, 0, 0, 0
57, valhelsia_structures:player_house, HEADING, header:ignore, 0, 0, 0
58, valhelsia_structures:spawner_dungeon, HEADING, header:ignore, 0, 0, 0
59, valhelsia_structures:tower_ruin, HEADING, header:ignore, 0, 0, 0
60, valhelsia_structures:witch_hut, HEADING, header:ignore, 0, 0, 0
61, valhelsia_structures:witch_hut, MONSTER, minecraft:witch, 80, 1, 1
62, valhelsia_structures:witch_hut, CREATURE, minecraft:cat, 80, 1, 1
63, valhelsia_structures:big_tree, HEADING, header:ignore, 0, 0, 0
64, repurposed_structures:temple_nether_wasteland, HEADING, header:ignore, 0, 0, 0
65, dungeons_arise:bandit_village, HEADING, header:ignore, 0, 0, 0
66, towns_and_towers:exclusives/pillager_outpost_oriental, HEADING, header:ignore, 0, 0, 0
67, towns_and_towers:exclusives/pillager_outpost_oriental, MONSTER, minecraft:pillager, 10, 1, 2
68, repurposed_structures:pyramid_giant_tree_taiga, HEADING, header:ignore, 0, 0, 0
69, structory:jungle_ruin, HEADING, header:ignore, 0, 0, 0
70, structory:jungle_ruin, MONSTER, minecraft:creeper, 10, 4, 4
71, ctov:small/village_taiga, HEADING, header:ignore, 0, 0, 0
72, aquamirae:outpost, HEADING, header:ignore, 0, 0, 0
73, aquamirae:outpost, MONSTER, minecraft:pillager, 10, 1, 2
74, aquamirae:outpost, MONSTER, minecraft:vindicator, 50, 1, 1
75, repurposed_structures:outpost_oak, HEADING, header:ignore, 0, 0, 0
76, repurposed_structures:outpost_oak, MONSTER, minecraft:pillager, 10, 1, 1
77, repurposed_structures:mansion_savanna, HEADING, header:ignore, 0, 0, 0
78, dungeons_arise:scorched_mines, HEADING, header:ignore, 0, 0, 0
79, towns_and_towers:pillager_outpost_savanna, HEADING, header:ignore, 0, 0, 0
80, towns_and_towers:pillager_outpost_savanna, MONSTER, minecraft:pillager, 10, 1, 2
81, repurposed_structures:village_swamp, HEADING, header:ignore, 0, 0, 0
82, ctov:large/village_taiga, HEADING, header:ignore, 0, 0, 0
83, takesapillage:pillager_camp, HEADING, header:ignore, 0, 0, 0
84, repurposed_structures:monument_nether, HEADING, header:ignore, 0, 0, 0
85, repurposed_structures:monument_nether, MONSTER, minecraft:magma_cube, 20, 1, 3
86, repurposed_structures:monument_nether, MONSTER, minecraft:wither_skeleton, 10, 1, 3
87, repurposed_structures:monument_nether, MONSTER, minecraft:ghast, 50, 1, 1
88, repurposed_structures:outpost_icy, HEADING, header:ignore, 0, 0, 0
89, repurposed_structures:outpost_icy, MONSTER, minecraft:pillager, 10, 1, 1
90, towns_and_towers:pillager_outpost_snowy_plains, HEADING, header:ignore, 0, 0, 0
91, towns_and_towers:pillager_outpost_snowy_plains, MONSTER, minecraft:pillager, 10, 1, 2
92, unstructured:temple_dungeon, HEADING, header:ignore, 0, 0, 0
93, repurposed_structures:outpost_birch, HEADING, header:ignore, 0, 0, 0
94, repurposed_structures:outpost_birch, MONSTER, minecraft:pillager, 10, 1, 1
95, repurposed_structures:village_oak, HEADING, header:ignore, 0, 0, 0
96, awesomedungeonocean:frigate_medium, HEADING, header:ignore, 0, 0, 0
97, repurposed_structures:stronghold_end, HEADING, header:ignore, 0, 0, 0
98, repurposed_structures:stronghold_end, MONSTER, minecraft:endermite, 80, 2, 4
99, unstructured:desert_grave, HEADING, header:ignore, 0, 0, 0
100, repurposed_structures:temple_nether_crimson, HEADING, header:ignore, 0, 0, 0
101, dungeons_arise:mining_system, HEADING, header:ignore, 0, 0, 0
102, repurposed_structures:pyramid_badlands, HEADING, header:ignore, 0, 0, 0
103, towns_and_towers:wreckage_ocean, HEADING, header:ignore, 0, 0, 0
104, ctov:small/village_desert, HEADING, header:ignore, 0, 0, 0
105, repurposed_structures:outpost_nether_brick, HEADING, header:ignore, 0, 0, 0
106, repurposed_structures:outpost_nether_brick, MONSTER, minecraft:piglin, 10, 1, 1
107, ctov:medium/village_mushroom, HEADING, header:ignore, 0, 0, 0
108, ctov:pillager_outpost_desert, HEADING, header:ignore, 0, 0, 0
109, ctov:pillager_outpost_desert, MONSTER, minecraft:pillager, 50, 1, 5
110, ctov:pillager_outpost_desert, MONSTER, minecraft:evoker, 10, 1, 1
111, ctov:pillager_outpost_desert, MONSTER, minecraft:vindicator, 20, 1, 3
112, ctov:pillager_outpost_desert, MONSTER, minecraft:witch, 20, 1, 1
113, repurposed_structures:outpost_taiga, HEADING, header:ignore, 0, 0, 0
114, repurposed_structures:outpost_taiga, MONSTER, minecraft:pillager, 10, 1, 1
115, aquamirae:ship, HEADING, header:ignore, 0, 0, 0
116, aquamirae:ship, MONSTER, minecraft:pillager, 10, 1, 2
117, aquamirae:ship, MONSTER, minecraft:vindicator, 50, 1, 1
118, ctov:pillager_outpost_savanna, HEADING, header:ignore, 0, 0, 0
119, ctov:pillager_outpost_savanna, MONSTER, minecraft:pillager, 50, 1, 5
120, ctov:pillager_outpost_savanna, MONSTER, minecraft:evoker, 10, 1, 1
121, ctov:pillager_outpost_savanna, MONSTER, minecraft:vindicator, 20, 1, 3
122, ctov:pillager_outpost_savanna, MONSTER, minecraft:witch, 20, 1, 1
123, dungeons_arise:illager_fort, HEADING, header:ignore, 0, 0, 0
124, structory:outcast_villager_grassy, HEADING, header:ignore, 0, 0, 0
125, repurposed_structures:fortress_jungle, HEADING, header:ignore, 0, 0, 0
126, repurposed_structures:fortress_jungle, MONSTER, minecraft:wither_skeleton, 10, 1, 1
127, repurposed_structures:fortress_jungle, MONSTER, minecraft:skeleton, 10, 1, 3
128, repurposed_structures:fortress_jungle, MONSTER, minecraft:zombie, 10, 1, 4
129, repurposed_structures:fortress_jungle, MONSTER, minecraft:spider, 10, 1, 3
130, repurposed_structures:fortress_jungle, MONSTER, minecraft:creeper, 50, 1, 2
131, repurposed_structures:fortress_jungle, MONSTER, minecraft:enderman, 30, 1, 2
132, repurposed_structures:fortress_jungle, MONSTER, minecraft:witch, 20, 1, 2
133, towns_and_towers:exclusives/pillager_outpost_mediterranean, HEADING, header:ignore, 0, 0, 0
134, towns_and_towers:exclusives/pillager_outpost_mediterranean, MONSTER, minecraft:pillager, 10, 1, 2
135, repurposed_structures:mineshaft_jungle, HEADING, header:ignore, 0, 0, 0
136, awesomedungeon:the_usine, HEADING, header:ignore, 0, 0, 0
137, dungeons_arise:abandoned_temple, HEADING, header:ignore, 0, 0, 0
138, ctov:small/village_mountain, HEADING, header:ignore, 0, 0, 0
139, dungeons_arise:wishing_well, HEADING, header:ignore, 0, 0, 0
140, ctov:small/village_mesa, HEADING, header:ignore, 0, 0, 0
141, dungeons_arise:heavenly_conqueror, HEADING, header:ignore, 0, 0, 0
142, ctov:pillager_outpost_taiga, HEADING, header:ignore, 0, 0, 0
143, ctov:pillager_outpost_taiga, MONSTER, minecraft:pillager, 50, 1, 5
144, ctov:pillager_outpost_taiga, MONSTER, minecraft:evoker, 10, 1, 1
145, ctov:pillager_outpost_taiga, MONSTER, minecraft:vindicator, 20, 1, 3
146, ctov:pillager_outpost_taiga, MONSTER, minecraft:witch, 20, 1, 1
147, repurposed_structures:monument_desert, HEADING, header:ignore, 0, 0, 0
148, repurposed_structures:monument_desert, MONSTER, minecraft:husk, 20, 1, 4
149, repurposed_structures:monument_desert, MONSTER, minecraft:creeper, 15, 1, 2
150, repurposed_structures:monument_desert, MONSTER, minecraft:skeleton, 10, 1, 3
151, ctov:large/village_mountain, HEADING, header:ignore, 0, 0, 0
152, unstructured:trader_camp, HEADING, header:ignore, 0, 0, 0
153, awesomedungeonocean:brigantine, HEADING, header:ignore, 0, 0, 0
154, ctov:medium/village_snowy, HEADING, header:ignore, 0, 0, 0
155, dungeons_arise:illager_corsair, HEADING, header:ignore, 0, 0, 0
156, structory:outcast_villager_desert, HEADING, header:ignore, 0, 0, 0
157, repurposed_structures:witch_hut_giant_tree_taiga, HEADING, header:ignore, 0, 0, 0
158, repurposed_structures:witch_hut_giant_tree_taiga, MONSTER, minecraft:witch, 10, 1, 1
159, repurposed_structures:witch_hut_giant_tree_taiga, CREATURE, minecraft:cat, 10, 1, 1
160, repurposed_structures:outpost_crimson, HEADING, header:ignore, 0, 0, 0
161, repurposed_structures:outpost_crimson, MONSTER, minecraft:piglin, 10, 1, 1
162, awesomedungeon:desert_temple_husk, HEADING, header:ignore, 0, 0, 0
163, dungeons_arise:monastery, HEADING, header:ignore, 0, 0, 0
164, towns_and_towers:village_snowy_slopes, HEADING, header:ignore, 0, 0, 0
165, ctov:medium/village_dark_forest, HEADING, header:ignore, 0, 0, 0
166, awesomedungeonocean:ocean_ruin_vanilla_temple, HEADING, header:ignore, 0, 0, 0
167, repurposed_structures:igloo_grassy, HEADING, header:ignore, 0, 0, 0
168, dungeons_arise:undead_pirate_ship, HEADING, header:ignore, 0, 0, 0
169, towns_and_towers:exclusives/pillager_outpost_tudor, HEADING, header:ignore, 0, 0, 0
170, towns_and_towers:exclusives/pillager_outpost_tudor, MONSTER, minecraft:pillager, 10, 1, 2
171, ctov:small/village_jungle, HEADING, header:ignore, 0, 0, 0
172, awesomedungeon:witch_castle, HEADING, header:ignore, 0, 0, 0
173, towns_and_towers:village_ocean, HEADING, header:ignore, 0, 0, 0
174, repurposed_structures:mineshaft_icy, HEADING, header:ignore, 0, 0, 0
175, awesomedungeonocean:ocean_quad, HEADING, header:ignore, 0, 0, 0
176, awesomedungeonocean:ocean_warn_temple, HEADING, header:ignore, 0, 0, 0
177, ctov:pillager_outpost_dark_forest, HEADING, header:ignore, 0, 0, 0
178, ctov:pillager_outpost_dark_forest, MONSTER, minecraft:pillager, 50, 1, 5
179, ctov:pillager_outpost_dark_forest, MONSTER, minecraft:evoker, 10, 1, 1
180, ctov:pillager_outpost_dark_forest, MONSTER, minecraft:vindicator, 20, 1, 3
181, ctov:pillager_outpost_dark_forest, MONSTER, minecraft:witch, 20, 1, 1
182, ctov:small/village_beach, HEADING, header:ignore, 0, 0, 0
183, awesomedungeonocean:ocean_the_column_temple, HEADING, header:ignore, 0, 0, 0
184, towns_and_towers:exclusives/village_wandering_trader_camp, HEADING, header:ignore, 0, 0, 0
185, dungeons_arise:heavenly_rider, HEADING, header:ignore, 0, 0, 0
186, repurposed_structures:mineshaft_birch, HEADING, header:ignore, 0, 0, 0
187, awesomedungeonocean:frigate_large, HEADING, header:ignore, 0, 0, 0
188, repurposed_structures:city_overworld, HEADING, header:ignore, 0, 0, 0
189, towns_and_towers:exclusives/pillager_outpost_rustic, HEADING, header:ignore, 0, 0, 0
190, towns_and_towers:exclusives/pillager_outpost_rustic, MONSTER, minecraft:pillager, 10, 1, 2
191, repurposed_structures:mineshaft_nether, HEADING, header:ignore, 0, 0, 0
192, ctov:small/village_plains, HEADING, header:ignore, 0, 0, 0
193, repurposed_structures:village_mushroom, HEADING, header:ignore, 0, 0, 0
194, repurposed_structures:mansion_taiga, HEADING, header:ignore, 0, 0, 0
195, repurposed_structures:bastion_underground, HEADING, header:ignore, 0, 0, 0
196, repurposed_structures:bastion_underground, MONSTER, minecraft:skeleton, 10, 1, 4
197, towns_and_towers:pillager_outpost_sparse_jungle, HEADING, header:ignore, 0, 0, 0
198, towns_and_towers:pillager_outpost_sparse_jungle, MONSTER, minecraft:pillager, 10, 1, 2
199, repurposed_structures:pyramid_icy, HEADING, header:ignore, 0, 0, 0
200, awesomedungeon:swamp_big_temple, HEADING, header:ignore, 0, 0, 0
201, repurposed_structures:witch_hut_birch, HEADING, header:ignore, 0, 0, 0
202, repurposed_structures:witch_hut_birch, MONSTER, minecraft:witch, 10, 1, 1
203, repurposed_structures:witch_hut_birch, CREATURE, minecraft:cat, 10, 1, 1
204, repurposed_structures:pyramid_mushroom, HEADING, header:ignore, 0, 0, 0
205, aquamirae:shelter, HEADING, header:ignore, 0, 0, 0
206, awesomedungeonocean:ocean_cage, HEADING, header:ignore, 0, 0, 0
207, ctov:pillager_outpost_mesa, HEADING, header:ignore, 0, 0, 0
208, ctov:pillager_outpost_mesa, MONSTER, minecraft:pillager, 50, 1, 5
209, ctov:pillager_outpost_mesa, MONSTER, minecraft:evoker, 10, 1, 1
210, ctov:pillager_outpost_mesa, MONSTER, minecraft:vindicator, 20, 1, 3
211, ctov:pillager_outpost_mesa, MONSTER, minecraft:witch, 20, 1, 1
212, towns_and_towers:pillager_outpost_wooded_badlands, HEADING, header:ignore, 0, 0, 0
213, towns_and_towers:pillager_outpost_wooded_badlands, MONSTER, minecraft:pillager, 10, 1, 2
214, ctov:large/village_jungle, HEADING, header:ignore, 0, 0, 0
215, towns_and_towers:village_wooded_badlands, HEADING, header:ignore, 0, 0, 0
216, towns_and_towers:pillager_outpost_forest, HEADING, header:ignore, 0, 0, 0
217, towns_and_towers:pillager_outpost_forest, MONSTER, minecraft:pillager, 10, 1, 2
218, repurposed_structures:village_jungle, HEADING, header:ignore, 0, 0, 0
219, repurposed_structures:pyramid_snowy, HEADING, header:ignore, 0, 0, 0
220, repurposed_structures:village_dark_forest, HEADING, header:ignore, 0, 0, 0
221, towns_and_towers:village_jungle, HEADING, header:ignore, 0, 0, 0
222, repurposed_structures:shipwreck_end, HEADING, header:ignore, 0, 0, 0
223, aquamirae:ice_maze/spiral, HEADING, header:ignore, 0, 0, 0
224, aquamirae:ice_maze/spiral, MONSTER, aquamirae:maw, 50, 2, 6
225, towns_and_towers:exclusives/village_swedish, HEADING, header:ignore, 0, 0, 0
226, ctov:small/village_snowy, HEADING, header:ignore, 0, 0, 0
227, apollo:campsite, HEADING, header:ignore, 0, 0, 0
228, ctov:medium/village_swamp, HEADING, header:ignore, 0, 0, 0
229, repurposed_structures:pyramid_end, HEADING, header:ignore, 0, 0, 0
230, ctov:large/village_swamp, HEADING, header:ignore, 0, 0, 0
231, dungeons_arise:illager_campsite, HEADING, header:ignore, 0, 0, 0
232, ctov:pillager_outpost_snowy, HEADING, header:ignore, 0, 0, 0
233, ctov:pillager_outpost_snowy, MONSTER, minecraft:pillager, 50, 1, 5
234, ctov:pillager_outpost_snowy, MONSTER, minecraft:evoker, 10, 1, 1
235, ctov:pillager_outpost_snowy, MONSTER, minecraft:vindicator, 20, 1, 3
236, ctov:pillager_outpost_snowy, MONSTER, minecraft:witch, 20, 1, 1
237, towns_and_towers:village_mushroom_fields, HEADING, header:ignore, 0, 0, 0
238, repurposed_structures:village_birch, HEADING, header:ignore, 0, 0, 0
239, awesomedungeon:better_default_jungle_temple, HEADING, header:ignore, 0, 0, 0
240, repurposed_structures:outpost_desert, HEADING, header:ignore, 0, 0, 0
241, repurposed_structures:outpost_desert, MONSTER, minecraft:pillager, 10, 1, 1
242, repurposed_structures:temple_nether_warped, HEADING, header:ignore, 0, 0, 0
243, towns_and_towers:village_birch_forest, HEADING, header:ignore, 0, 0, 0
244, quark:mega_dungeon, HEADING, header:ignore, 0, 0, 0
245, dungeons_arise:aviary, HEADING, header:ignore, 0, 0, 0
246, dungeons_arise:aviary, MONSTER, minecraft:pig, 60, 2, 3
247, dungeons_arise:small_prairie_house, HEADING, header:ignore, 0, 0, 0
248, repurposed_structures:mineshaft_desert, HEADING, header:ignore, 0, 0, 0
249, towns_and_towers:pillager_outpost_swamp, HEADING, header:ignore, 0, 0, 0
250, towns_and_towers:pillager_outpost_swamp, MONSTER, minecraft:pillager, 10, 1, 2
251, repurposed_structures:ruins_nether, HEADING, header:ignore, 0, 0, 0
252, repurposed_structures:igloo_stone, HEADING, header:ignore, 0, 0, 0
253, awesomedungeon:jungle_giant_tree, HEADING, header:ignore, 0, 0, 0
254, ctov:medium/village_beach, HEADING, header:ignore, 0, 0, 0
255, apollo:desert_well, HEADING, header:ignore, 0, 0, 0
256, repurposed_structures:mansion_jungle, HEADING, header:ignore, 0, 0, 0
257, awesomedungeon:the_ztower, HEADING, header:ignore, 0, 0, 0
258, towns_and_towers:exclusives/pillager_outpost_iberian, HEADING, header:ignore, 0, 0, 0
259, towns_and_towers:exclusives/pillager_outpost_iberian, MONSTER, minecraft:pillager, 10, 1, 2
260, dungeons_arise:infested_temple, HEADING, header:ignore, 0, 0, 0
261, repurposed_structures:village_crimson, HEADING, header:ignore, 0, 0, 0
262, ctov:medium/village_taiga, HEADING, header:ignore, 0, 0, 0
263, repurposed_structures:mineshaft_warped, HEADING, header:ignore, 0, 0, 0
264, towns_and_towers:village_badlands, HEADING, header:ignore, 0, 0, 0
265, repurposed_structures:mineshaft_ocean, HEADING, header:ignore, 0, 0, 0
266, awesomedungeon:abandoned_oak_palace, HEADING, header:ignore, 0, 0, 0
267, unstructured:pillager_base, HEADING, header:ignore, 0, 0, 0
268, towns_and_towers:village_snowy_taiga, HEADING, header:ignore, 0, 0, 0
269, towns_and_towers:pillager_outpost_old_growth_taiga, HEADING, header:ignore, 0, 0, 0
270, towns_and_towers:pillager_outpost_old_growth_taiga, MONSTER, minecraft:pillager, 10, 1, 2
271, repurposed_structures:witch_hut_dark_forest, HEADING, header:ignore, 0, 0, 0
272, repurposed_structures:witch_hut_dark_forest, MONSTER, minecraft:witch, 10, 1, 1
273, repurposed_structures:witch_hut_dark_forest, CREATURE, minecraft:cat, 10, 1, 1
274, repurposed_structures:village_giant_taiga, HEADING, header:ignore, 0, 0, 0
275, ctov:large/village_savanna, HEADING, header:ignore, 0, 0, 0
276, ctov:medium/village_plains, HEADING, header:ignore, 0, 0, 0
277, repurposed_structures:pyramid_ocean, HEADING, header:ignore, 0, 0, 0
278, towns_and_towers:village_beach, HEADING, header:ignore, 0, 0, 0
279, repurposed_structures:monument_jungle, HEADING, header:ignore, 0, 0, 0
280, repurposed_structures:monument_jungle, MONSTER, minecraft:husk, 20, 1, 4
281, repurposed_structures:monument_jungle, MONSTER, minecraft:creeper, 15, 1, 2
282, repurposed_structures:monument_jungle, MONSTER, minecraft:skeleton, 10, 1, 3
283, towns_and_towers:pillager_outpost_beach, HEADING, header:ignore, 0, 0, 0
284, towns_and_towers:pillager_outpost_beach, MONSTER, minecraft:pillager, 10, 1, 2
285, repurposed_structures:witch_hut_oak, HEADING, header:ignore, 0, 0, 0
286, repurposed_structures:witch_hut_oak, MONSTER, minecraft:witch, 10, 1, 1
287, repurposed_structures:witch_hut_oak, CREATURE, minecraft:cat, 10, 1, 1
288, dungeons_arise:mushroom_house, HEADING, header:ignore, 0, 0, 0
289, wythers:giant_fallen_log, HEADING, header:ignore, 0, 0, 0
290, dungeons_arise:merchant_campsite, HEADING, header:ignore, 0, 0, 0
291, towns_and_towers:village_meadow, HEADING, header:ignore, 0, 0, 0
292, betteroceanmonuments:ocean_monument, HEADING, header:ignore, 0, 0, 0
293, betteroceanmonuments:ocean_monument, MONSTER, minecraft:guardian, 10, 0, 0
294, towns_and_towers:pillager_outpost_meadow, HEADING, header:ignore, 0, 0, 0
295, towns_and_towers:pillager_outpost_meadow, MONSTER, minecraft:pillager, 10, 1, 2
296, structory:firetower, HEADING, header:ignore, 0, 0, 0
297, repurposed_structures:mansion_desert, HEADING, header:ignore, 0, 0, 0
298, repurposed_structures:outpost_end, HEADING, header:ignore, 0, 0, 0
299, repurposed_structures:outpost_end, MONSTER, minecraft:phantom, 10, 1, 1
300, repurposed_structures:pyramid_jungle, HEADING, header:ignore, 0, 0, 0
301, ctov:small/village_savanna, HEADING, header:ignore, 0, 0, 0
302, dungeons_arise:ceryneian_hind, HEADING, header:ignore, 0, 0, 0
303, towns_and_towers:village_grove, HEADING, header:ignore, 0, 0, 0
304, towns_and_towers:village_sunflower_plains, HEADING, header:ignore, 0, 0, 0
305, apollo:small_ruins, HEADING, header:ignore, 0, 0, 0
306, dungeons_arise:fishing_hut, HEADING, header:ignore, 0, 0, 0
307, ctov:pillager_outpost_swamp, HEADING, header:ignore, 0, 0, 0
308, ctov:pillager_outpost_swamp, MONSTER, minecraft:pillager, 50, 1, 5
309, ctov:pillager_outpost_swamp, MONSTER, minecraft:evoker, 10, 1, 1
310, ctov:pillager_outpost_swamp, MONSTER, minecraft:vindicator, 20, 1, 3
311, ctov:pillager_outpost_swamp, MONSTER, minecraft:witch, 20, 1, 1
312, awesomedungeonocean:ocean_ruin_pillager, HEADING, header:ignore, 0, 0, 0
313, dungeons_arise:thornborn_towers, HEADING, header:ignore, 0, 0, 0
314, repurposed_structures:mansion_oak, HEADING, header:ignore, 0, 0, 0
315, repurposed_structures:mineshaft_stone, HEADING, header:ignore, 0, 0, 0
316, repurposed_structures:outpost_snowy, HEADING, header:ignore, 0, 0, 0
317, repurposed_structures:outpost_snowy, MONSTER, minecraft:pillager, 10, 1, 1
318, repurposed_structures:ruins_land_cold, HEADING, header:ignore, 0, 0, 0
319, aquamirae:ice_maze/arch, HEADING, header:ignore, 0, 0, 0
320, aquamirae:ice_maze/arch, MONSTER, aquamirae:maw, 50, 1, 2
321, aquamirae:ice_maze/arch, AMBIENT, aquamirae:golden_moth, 30, 1, 2
322, ctov:small/village_mushroom, HEADING, header:ignore, 0, 0, 0
323, repurposed_structures:mineshaft_dark_forest, HEADING, header:ignore, 0, 0, 0
324, ctov:medium/village_savanna, HEADING, header:ignore, 0, 0, 0
325, repurposed_structures:mineshaft_savanna, HEADING, header:ignore, 0, 0, 0
326, ctov:large/village_plains, HEADING, header:ignore, 0, 0, 0
327, towns_and_towers:exclusives/village_rustic, HEADING, header:ignore, 0, 0, 0
328, ctov:pillager_outpost_plains, HEADING, header:ignore, 0, 0, 0
329, ctov:pillager_outpost_plains, MONSTER, minecraft:pillager, 50, 1, 5
330, ctov:pillager_outpost_plains, MONSTER, minecraft:evoker, 10, 1, 1
331, ctov:pillager_outpost_plains, MONSTER, minecraft:vindicator, 20, 1, 3
332, ctov:pillager_outpost_plains, MONSTER, minecraft:witch, 20, 1, 1
333, towns_and_towers:pillager_outpost_snowy_beach, HEADING, header:ignore, 0, 0, 0
334, towns_and_towers:pillager_outpost_snowy_beach, MONSTER, minecraft:pillager, 10, 1, 2
335, repurposed_structures:ruins_land_hot, HEADING, header:ignore, 0, 0, 0
336, repurposed_structures:temple_nether_basalt, HEADING, header:ignore, 0, 0, 0
337, dungeons_arise:foundry, HEADING, header:ignore, 0, 0, 0
338, aquamirae:ice_maze/common, HEADING, header:ignore, 0, 0, 0
339, aquamirae:ice_maze/common, MONSTER, aquamirae:maw, 50, 1, 2
340, repurposed_structures:mineshaft_swamp, HEADING, header:ignore, 0, 0, 0
341, dungeons_arise:heavenly_challenger, HEADING, header:ignore, 0, 0, 0
342, dungeons_arise:mushroom_village, HEADING, header:ignore, 0, 0, 0
343, repurposed_structures:outpost_giant_tree_taiga, HEADING, header:ignore, 0, 0, 0
344, repurposed_structures:outpost_giant_tree_taiga, MONSTER, minecraft:pillager, 10, 1, 1
345, ctov:large/village_snowy, HEADING, header:ignore, 0, 0, 0
346, towns_and_towers:pillager_outpost_sunflower_plains, HEADING, header:ignore, 0, 0, 0
347, towns_and_towers:pillager_outpost_sunflower_plains, MONSTER, minecraft:pillager, 10, 1, 2
348, repurposed_structures:igloo_mushroom, HEADING, header:ignore, 0, 0, 0
349, towns_and_towers:exclusives/village_mediterranean, HEADING, header:ignore, 0, 0, 0
350, towns_and_towers:village_flower_forest, HEADING, header:ignore, 0, 0, 0
351, towns_and_towers:exclusives/pillager_outpost_classic, HEADING, header:ignore, 0, 0, 0
352, towns_and_towers:exclusives/pillager_outpost_classic, MONSTER, minecraft:pillager, 10, 1, 2
353, dungeons_arise:typhon, HEADING, header:ignore, 0, 0, 0
354, takesapillage:bastille, HEADING, header:ignore, 0, 0, 0
355, repurposed_structures:mansion_snowy, HEADING, header:ignore, 0, 0, 0
356, repurposed_structures:mineshaft_taiga, HEADING, header:ignore, 0, 0, 0
357, dungeons_arise:lighthouse, HEADING, header:ignore, 0, 0, 0
358, structory:ruin_grassy, HEADING, header:ignore, 0, 0, 0
359, repurposed_structures:shipwreck_nether_bricks, HEADING, header:ignore, 0, 0, 0
